sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oNumDays
2301-202702,1,3863,CA,Title and Escrow,Reverse Mortgage,180480.00,1.00,70.00,1540.00,19.00,79.00,35.00
2301-202703,1,29189,VT,Title and Escrow,Reverse Mortgage,192850.00,0.00,66.00,1640.00,2.00,74.00,83.00
2301-202704,1,3860,NC,Title and Escrow,Reverse Mortgage,64379.00,0.00,71.00,1105.00,19.00,34.00,34.00
17-505428,2,3863,CA,Title Only,Refinance,127900.00,1.00,40.00,757.00,19.00,15.00,21.00
17-505429,2,3863,CA,Title & Full Escrow,Refinance,108000.00,2.00,39.00,422.00,21.00,4.00,45.00
2301-202705,1,3860,ME,Title and Escrow,Reverse Mortgage,108256.00,1.00,89.00,1758.00,19.00,81.00,49.00
2301-202706,1,3863,CA,Title and Escrow,Reverse Mortgage,88640.00,0.00,62.00,1051.00,15.00,35.00,29.00
17-505430,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,35.00,617.00,4.00,13.00,43.00
17-505431,2,3863,CA,Title Only,Refinance,646250.00,1.00,36.00,620.00,18.00,15.00,48.00
17-505432,2,3863,CA,Title Only,Refinance,300500.00,1.00,43.00,683.00,18.00,18.00,22.00
2301-202707,1,3860,MD,Title and Escrow,Reverse Mortgage,130000.00,0.00,63.00,744.00,19.00,24.00,45.00
17-505433,2,3860,OH,Title Only,Refinance,139244.00,1.00,51.00,836.00,24.00,23.00,50.00
17-505434,2,3863,CA,Title Only,Refinance,179000.00,1.00,53.00,890.00,18.00,25.00,77.00
17-505436,2,3860,PA,Title Only,Refinance,194095.00,2.00,74.00,1351.00,25.00,39.00,102.00
2301-202709,1,3863,CA,Title and Escrow,Reverse Mortgage,606096.00,0.00,72.00,1137.00,18.00,33.00,50.00
17-505437,2,3860,KY,Title Only,Refinance,104433.00,1.00,64.00,940.00,25.00,38.00,132.00
17-505438,2,3863,FL,Title Only,Refinance,62659.00,1.00,81.00,981.00,32.00,38.00,102.00
17-505439,2,3863,FL,Title Only,Refinance,128102.00,1.00,61.00,844.00,30.00,24.00,78.00
17-505441,2,3860,OH,Title Only,Refinance,79070.00,1.00,83.00,1026.00,25.00,34.00,75.00
17-505442,2,3863,CA,Title Only,Refinance,352000.00,2.00,28.00,437.00,20.00,9.00,45.00
2301-202710,1,3860,MO,Title and Escrow,Reverse Mortgage,61560.00,0.00,75.00,1176.00,19.00,44.00,20.00
17-505443,2,3860,TN,Title Only,Refinance,93495.00,3.00,28.00,415.00,23.00,8.00,45.00
17-505444,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,95061.30,1.00,18.00,479.00,15.00,9.00,25.00
17-505445,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,179004.34,1.00,13.00,397.00,11.00,5.00,25.00
17-505446,2,3860,UT,TSG - Trustee Sale Guarantee,TSG,155102.21,1.00,13.00,365.00,9.00,4.00,25.00
2301-202712,1,3863,FL,Title and Escrow,Reverse Mortgage,190000.00,0.00,48.00,485.00,29.00,8.00,45.00
17-505448,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,190035.20,1.00,25.00,573.00,16.00,9.00,25.00
17-505449,2,3863,CA,Title Only,Refinance,500000.00,1.00,36.00,621.00,19.00,13.00,40.00
2301-202715,1,3863,CA,Title and Escrow,Reverse Mortgage,142500.00,1.00,78.00,1226.00,16.00,49.00,22.00
17-505450,2,3863,CA,LCP & Full Escrow,Refinance,46000.00,1.00,75.00,1279.00,4.00,20.00,27.00
2301-202716,1,3860,IN,Title and Escrow,Reverse Mortgage,189000.00,1.00,48.00,476.00,21.00,8.00,45.00
17-505451,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),30000.00,1.00,26.00,423.00,6.00,7.00,15.00
17-505452,2,3863,AZ,Title & Sub-Escrow,Refinance,332000.00,1.00,54.00,746.00,18.00,23.00,39.00
17-505453,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),250000.00,1.00,36.00,532.00,5.00,11.00,41.00
17-505455,2,3860,NV,Title & Full Escrow,Refinance,40000.00,0.00,81.00,1126.00,20.00,22.00,35.00
17-505456,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,2.00,35.00,547.00,5.00,13.00,36.00
2301-202718,1,3860,IN,Title and Escrow,Reverse Mortgage,30450.00,0.00,91.00,1563.00,21.00,48.00,97.00
17-505458,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),10000.00,1.00,37.00,571.00,3.00,10.00,43.00
17-505459,2,3860,UT,Title & Sub-Escrow,Refinance,414000.00,2.00,33.00,455.00,26.00,5.00,45.00
17-505460,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),347250.00,2.00,20.00,324.00,13.00,3.00,120.00
17-505462,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),200000.00,1.00,32.00,550.00,6.00,9.00,43.00
17-505463,2,3863,CA,LCP - Title Only,Refinance,175000.00,2.00,31.00,596.00,5.00,17.00,29.00
17-505464,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),85000.00,1.00,39.00,731.00,6.00,16.00,53.00
17-505465,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),150000.00,1.00,33.00,538.00,6.00,9.00,62.00
17-505466,2,3860,WA,Property Report / O&E & Full Escrow,Uninsured (Info Products),66000.00,2.00,69.00,758.00,4.00,24.00,50.00
17-505467,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),163000.00,1.00,24.00,300.00,4.00,5.00,120.00
17-505468,2,3863,CA,Title & Full Escrow,Refinance,110500.00,0.00,64.00,996.00,16.00,17.00,63.00
17-505469,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),70800.00,1.00,21.00,288.00,6.00,2.00,120.00
17-505470,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),75000.00,1.00,32.00,562.00,6.00,12.00,49.00
17-505471,2,3863,NV,Title & Sub-Escrow,Refinance,213000.00,1.00,45.00,974.00,19.00,22.00,33.00
17-505472,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),58000.00,1.00,38.00,559.00,4.00,12.00,33.00
17-505473,2,3863,CA,Title Only,Refinance,229500.00,1.00,35.00,667.00,19.00,17.00,26.00
17-505475,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,32.00,542.00,6.00,10.00,27.00
17-505476,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,21.00,312.00,6.00,3.00,120.00
17-505477,2,3863,CA,Title Only,Refinance,361100.00,1.00,23.00,361.00,18.00,3.00,45.00
17-505479,2,3863,CA,Title Only,Refinance,96000.00,0.00,66.00,1094.00,17.00,37.00,97.00
17-505480,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),20000.00,1.00,24.00,289.00,3.00,4.00,120.00
17-505481,2,3863,CA,LCP - Title Only,Refinance,50000.00,2.00,34.00,599.00,5.00,10.00,14.00
17-505482,2,3863,CA,Title Only,Refinance,100000.00,1.00,46.00,880.00,20.00,27.00,71.00
17-505483,2,3863,CA,LCP - Title Only,Refinance,75000.00,1.00,22.00,340.00,4.00,3.00,45.00
17-505485,2,3863,CA,LCP - Title Only,Refinance,10000.00,1.00,27.00,348.00,4.00,4.00,45.00
2301-202721,1,3860,MA,Title and Escrow,Reverse Mortgage,100833.00,0.00,77.00,1210.00,20.00,36.00,22.00
17-505487,2,3863,CA,LCP - Title Only,Refinance,75000.00,0.00,20.00,237.00,0.00,3.00,45.00
17-505488,2,3860,OH,Title Only,Refinance,114379.00,1.00,67.00,954.00,23.00,33.00,91.00
2301-202722,1,3863,FL,Title and Escrow,Reverse Mortgage,83172.00,0.00,68.00,1106.00,29.00,35.00,25.00
2301-202723,1,3860,KS,Title and Escrow,Reverse Mortgage,86676.00,1.00,101.00,1682.00,23.00,49.00,124.00
2301-202724,1,3863,FL,Title and Escrow,Reverse Mortgage,600000.00,1.00,46.00,453.00,30.00,4.00,45.00
17-505491,2,3863,CA,Title Only,Refinance,85000.00,1.00,22.00,404.00,21.00,4.00,45.00
2301-202725,1,3860,IL,Title and Escrow,Reverse Mortgage,75000.00,1.00,62.00,795.00,23.00,14.00,45.00
17-505492,2,3863,CA,Title Only,Refinance,25000.00,0.00,28.00,619.00,17.00,14.00,22.00
17-505493,2,3860,CA,Title Only,Refinance,80500.00,2.00,41.00,820.00,21.00,31.00,61.00
17-505496,2,3860,UT,Title & Sub-Escrow,Refinance,153829.00,1.00,55.00,977.00,22.00,33.00,25.00
17-505497,2,3863,CA,Title & Sub-Escrow,Refinance,260000.00,1.00,28.00,393.00,19.00,6.00,45.00
17-505500,2,3863,CA,Title Only,Refinance,200000.00,1.00,36.00,770.00,21.00,22.00,48.00
2301-202726,1,3863,CA,Title and Escrow,Reverse Mortgage,263150.00,3.00,86.00,1543.00,19.00,48.00,89.00
2301-202727,1,3863,FL,Title and Escrow,Reverse Mortgage,249990.00,1.00,94.00,2038.00,29.00,81.00,76.00
2301-202728,1,3860,VA,Title and Escrow,Reverse Mortgage,313290.00,1.00,85.00,1415.00,20.00,43.00,41.00
17-505504,2,3863,CA,Title Only,Refinance,50000.00,1.00,60.00,1221.00,24.00,34.00,34.00
17-505506,2,3860,MI,Title Only,Refinance,240000.00,2.00,29.00,452.00,28.00,11.00,45.00
17-505507,2,3863,CA,Title & Sub-Escrow,Refinance,613000.00,2.00,26.00,444.00,24.00,4.00,45.00
17-505508,2,3863,CA,LCP - Title Only,Refinance,70000.00,1.00,27.00,404.00,4.00,5.00,45.00
17-505509,2,3863,FL,Title Only,Refinance,2000000.00,0.00,25.00,291.00,0.00,5.00,45.00
17-505510,2,3863,CA,LCP - Title Only,Refinance,10000.00,1.00,45.00,746.00,4.00,20.00,55.00
2301-202731,1,3863,CA,Title and Escrow,Reverse Mortgage,370296.00,0.00,65.00,1045.00,14.00,30.00,83.00
17-505511,2,3863,NV,Title & Full Escrow,Refinance,104090.00,1.00,58.00,1034.00,20.00,15.00,43.00
17-505512,2,3860,CA,Title Only,Refinance,150000.00,1.00,29.00,630.00,20.00,15.00,19.00
17-505514,2,3863,FL,Title & Full Escrow,Refinance,107908.00,0.00,40.00,254.00,1.00,3.00,45.00
2301-202732,1,3860,AL,Title and Escrow,Reverse Mortgage,160000.00,4.00,58.00,715.00,27.00,14.00,45.00
17-505515,2,3863,CA,LCP - Title Only,Refinance,100.00,1.00,24.00,338.00,6.00,4.00,145.00
2301-202733,1,3860,MI,Title and Escrow,Reverse Mortgage,35000.00,1.00,50.00,463.00,22.00,12.00,45.00
17-505516,2,3863,CA,LCP - Title Only,Refinance,60000.00,1.00,38.00,731.00,4.00,18.00,158.00
17-505517,2,3860,CO,Title & Full Escrow,Refinance,147318.00,1.00,62.00,893.00,23.00,17.00,53.00
2301-202734,1,3860,GA,Title and Escrow,Reverse Mortgage,61160.00,0.00,79.00,1342.00,22.00,42.00,47.00
17-505518,2,3860,CO,Title & Full Escrow,Refinance,160000.00,1.00,43.00,469.00,22.00,4.00,45.00
17-505519,2,3863,CA,City of Sacramento Prelim,Uninsured (Info Products),100.00,2.00,29.00,655.00,13.00,6.00,120.00
17-505520,2,3863,CA,LCP - Title Only,Refinance,100.00,5.00,23.00,326.00,13.00,2.00,145.00
17-505521,2,3860,WI,Title & Full Escrow,Refinance,116316.00,0.00,37.00,219.00,2.00,4.00,45.00
17-505522,2,3860,WI,Title & Full Escrow,Refinance,88800.00,2.00,115.00,1416.00,22.00,40.00,84.00
17-505523,2,3863,CA,Title & Full Escrow,Refinance,75000.00,1.00,56.00,826.00,18.00,16.00,47.00
17-505524,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),200000.00,1.00,40.00,618.00,4.00,13.00,81.00
17-505525,2,3863,CA,Title & Full Escrow,Refinance,205000.00,2.00,56.00,801.00,20.00,14.00,50.00
17-505526,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,30.00,486.00,4.00,10.00,28.00
2301-202735,1,3863,CA,Title and Escrow,Reverse Mortgage,218380.00,1.00,77.00,1355.00,18.00,45.00,28.00
17-505527,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,34.00,601.00,4.00,9.00,29.00
17-505528,2,3863,CA,Title Only,Refinance,500000.00,1.00,47.00,760.00,21.00,21.00,33.00
17-505529,2,3863,CA,LCP & Sub-Escrow,Refinance,20000.00,1.00,47.00,954.00,5.00,16.00,29.00
2301-202736,1,3863,CA,Title and Escrow,Reverse Mortgage,334642.50,0.00,68.00,1080.00,15.00,46.00,27.00
17-505530,2,3863,CA,Title & Full Escrow,Refinance,147000.00,1.00,81.00,1172.00,22.00,30.00,78.00
17-505531,2,3863,CA,Title & Full Escrow,Refinance,201450.00,1.00,55.00,840.00,19.00,14.00,43.00
17-505532,2,3863,CA,Title & Full Escrow,Refinance,257500.00,2.00,67.00,1033.00,21.00,18.00,21.00
17-505533,2,3863,CA,LCP - Title Only,Refinance,25000.00,1.00,36.00,602.00,4.00,9.00,34.00
17-505535,2,3863,AZ,Title & Sub-Escrow,Refinance,134400.00,2.00,66.00,1053.00,23.00,26.00,75.00
17-505536,2,3863,CA,Title & Sub-Escrow,Refinance,417000.00,2.00,26.00,389.00,20.00,4.00,45.00
17-505538,2,3863,CA,Title & Full Escrow,Refinance,137900.00,1.00,70.00,1149.00,18.00,24.00,75.00
17-505540,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),18200.00,1.00,26.00,439.00,6.00,8.00,19.00
17-505541,2,3863,CA,LCP - Title Only,Refinance,75000.00,2.00,25.00,341.00,7.00,4.00,45.00
17-505543,2,3863,CA,Title & Full Escrow,Refinance,225000.00,1.00,40.00,375.00,18.00,5.00,45.00
17-505544,2,3863,CA,Title & Full Escrow,Refinance,125000.00,2.00,59.00,1015.00,22.00,20.00,39.00
17-505545,2,3860,UT,Title Only,Refinance,157311.00,2.00,54.00,888.00,26.00,30.00,105.00
2301-202739,1,3863,CA,Title and Escrow,Reverse Mortgage,258125.00,1.00,62.00,1054.00,16.00,33.00,47.00
2301-202740,1,3863,CA,Title and Escrow,Reverse Mortgage,178840.00,0.00,87.00,1574.00,17.00,52.00,73.00
17-505549,2,3860,VA,Title Only,Refinance,66238.00,0.00,26.00,312.00,1.00,10.00,45.00
17-505550,2,3860,OH,Title Only,Refinance,109096.00,1.00,54.00,939.00,28.00,35.00,42.00
17-505551,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,34.00,600.00,4.00,9.00,20.00
17-505552,2,3863,CA,LCP - Title Only,Refinance,60000.00,1.00,34.00,582.00,4.00,10.00,20.00
2301-202741,1,3860,VA,Title and Escrow,Reverse Mortgage,165000.00,10.00,44.00,562.00,33.00,6.00,45.00
17-505553,2,3860,CO,Title Only,Refinance,231392.00,2.00,53.00,1089.00,26.00,32.00,68.00
17-505554,2,3860,KS,Title Only,Refinance,200000.00,0.00,23.00,339.00,1.00,6.00,45.00
17-505555,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,259445.31,4.00,16.00,420.00,14.00,4.00,24.00
17-505556,2,3863,CA,LCP - Title Only,Refinance,35000.00,1.00,35.00,637.00,4.00,10.00,24.00
17-505557,2,3863,CA,LCP - Title Only,Refinance,30000.00,0.00,44.00,728.00,4.00,17.00,41.00
17-505558,2,3860,AL,Title Only,Refinance,83200.00,2.00,27.00,448.00,24.00,8.00,45.00
17-505559,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),200000.00,1.00,24.00,288.00,4.00,4.00,119.00
17-505560,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),200000.00,1.00,30.00,519.00,6.00,9.00,33.00
17-505561,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),100000.00,1.00,37.00,532.00,4.00,10.00,32.00
17-505562,2,3860,AL,Title Only,Refinance,230617.00,1.00,32.00,524.00,22.00,13.00,45.00
17-505563,2,3860,NC,Title Only,Refinance,150377.00,1.00,51.00,1011.00,21.00,31.00,103.00
17-505564,2,3863,CA,Title Only,Refinance,148875.00,1.00,61.00,950.00,18.00,22.00,90.00
17-505565,2,3863,CA,LCP - Title Only,Refinance,75000.00,1.00,25.00,342.00,4.00,5.00,45.00
17-505566,2,3863,CA,Title Only,Refinance,450000.00,1.00,42.00,789.00,18.00,12.00,96.00
17-505567,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),114750.00,1.00,43.00,632.00,3.00,19.00,54.00
17-505568,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,230982.25,1.00,12.00,380.00,13.00,3.00,24.00
17-505569,2,3860,KS,Title Only,Refinance,72885.00,0.00,21.00,278.00,1.00,2.00,45.00
17-505570,2,3860,MO,Title Only,Refinance,63737.00,2.00,27.00,429.00,22.00,8.00,45.00
17-505571,2,3863,CA,Title Only,Refinance,142222.00,1.00,36.00,704.00,18.00,18.00,48.00
17-505572,2,3863,CA,Title Only,Refinance,278000.00,1.00,64.00,1018.00,18.00,29.00,48.00
17-505574,2,3860,CA,Title Only,Refinance,100000.00,2.00,45.00,785.00,21.00,23.00,28.00
17-505575,2,3863,CA,LCP - Title Only,Refinance,100.00,2.00,27.00,524.00,11.00,5.00,144.00
2301-202744,1,3860,PA,Title and Escrow,Reverse Mortgage,137710.00,1.00,123.00,2128.00,23.00,82.00,74.00
17-505576,2,3863,CA,LCP - Title Only,Refinance,50000.00,1.00,35.00,604.00,4.00,13.00,20.00
17-505578,2,3863,CA,LCP - Title Only,Refinance,100.00,3.00,27.00,483.00,11.00,4.00,144.00
17-505579,2,3863,CA,LCP - Title Only,Refinance,50000.00,0.00,23.00,279.00,0.00,8.00,45.00
17-505580,2,3860,CA,Property Report / O&E - Title Only,Uninsured (Info Products),30000.00,1.00,21.00,288.00,6.00,4.00,119.00
17-505581,2,3863,CA,LCP & Sub-Escrow,Refinance,75000.00,2.00,35.00,448.00,7.00,6.00,45.00
17-505582,2,3863,CA,LCP - Title Only,Refinance,15000.00,1.00,37.00,637.00,4.00,7.00,27.00
17-505584,2,3863,CA,Title Only,Refinance,50000.00,1.00,40.00,750.00,17.00,11.00,27.00
17-505585,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),20000.00,1.00,26.00,305.00,3.00,8.00,119.00
17-505587,2,3863,CA,LCP - Title Only,Refinance,60000.00,1.00,40.00,670.00,4.00,11.00,39.00
17-505588,2,3863,CA,Title & Full Escrow,Refinance,290598.00,2.00,68.00,1015.00,18.00,26.00,111.00
17-505589,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),17900.00,1.00,37.00,552.00,3.00,11.00,46.00
17-505590,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,26.00,333.00,4.00,3.00,45.00
17-505593,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,34.00,621.00,4.00,10.00,33.00
17-505595,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),50000.00,1.00,37.00,531.00,4.00,10.00,32.00
17-505596,2,3863,CA,LCP - Title Only,Refinance,75000.00,1.00,24.00,336.00,4.00,4.00,45.00
17-505597,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),30000.00,1.00,32.00,490.00,6.00,12.00,35.00
2301-202751,1,3863,CA,Title and Escrow,Reverse Mortgage,368419.50,1.00,82.00,1398.00,21.00,46.00,35.00
2301-202752,1,3863,CA,Title and Escrow,Reverse Mortgage,178155.00,1.00,63.00,1075.00,16.00,31.00,54.00
17-505599,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),30000.00,1.00,37.00,578.00,4.00,12.00,40.00
2301-202753,1,3863,TX,Title and Escrow,Reverse Mortgage,38570.00,0.00,89.00,1628.00,3.00,54.00,59.00
17-505600,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),118500.00,3.00,37.00,573.00,7.00,13.00,47.00
17-505601,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),420450.00,1.00,37.00,562.00,3.00,11.00,48.00
17-505602,2,3863,FL,Title & Full Escrow,Refinance,144620.00,1.00,54.00,585.00,30.00,9.00,45.00
17-505603,2,3863,FL,Title & Full Escrow,Refinance,75000.00,1.00,63.00,846.00,28.00,13.00,52.00
17-505604,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),60000.00,2.00,38.00,549.00,5.00,11.00,96.00
17-505605,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),94050.00,2.00,38.00,571.00,4.00,11.00,68.00
17-505607,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),12350.00,1.00,37.00,559.00,3.00,12.00,46.00
17-505608,2,3863,CA,Title Only,Refinance,118400.00,0.00,23.00,405.00,18.00,5.00,45.00
2301-202755,1,3863,CA,Title and Escrow,Reverse Mortgage,324800.00,3.00,74.00,1540.00,18.00,58.00,45.00
17-505609,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),120000.00,1.00,24.00,285.00,3.00,4.00,119.00
2301-202756,1,3863,CA,Title and Escrow,Reverse Mortgage,234300.00,0.00,75.00,1343.00,18.00,36.00,32.00
2301-202757,1,3863,CA,Title and Escrow,Reverse Mortgage,324800.00,1.00,82.00,1343.00,17.00,47.00,88.00
17-505611,2,3863,CA,Title Only,Refinance,207570.00,1.00,68.00,1100.00,20.00,34.00,77.00
17-505612,2,3860,MO,Title Only,Refinance,222900.00,0.00,23.00,233.00,2.00,2.00,45.00
17-505613,2,3863,CA,LCP - Title Only,Refinance,25000.00,1.00,35.00,592.00,4.00,10.00,39.00
17-505614,2,3863,CA,LCP - Title Only,Refinance,75000.00,2.00,24.00,358.00,5.00,5.00,45.00
17-505615,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.00,1.00,20.00,307.00,12.00,3.00,119.00
17-505616,2,3863,CA,Title & Full Escrow,Refinance,185450.00,3.00,93.00,1429.00,29.00,54.00,97.00
17-505617,2,3863,CA,Title & Full Escrow,Refinance,100000.00,0.00,68.00,950.00,16.00,15.00,60.00
2301-202758,1,3860,MS,Title and Escrow,Reverse Mortgage,66375.00,0.00,54.00,1066.00,19.00,28.00,5.00
2301-202759,1,3860,OH,Title and Escrow,Reverse Mortgage,75270.00,0.00,80.00,1333.00,24.00,48.00,31.00
17-505618,2,3863,AZ,Title & Full Escrow,Refinance,100000.00,1.00,67.00,1069.00,19.00,17.00,41.00
17-505619,2,3863,CA,Title Only,Refinance,204967.00,1.00,38.00,658.00,19.00,15.00,42.00
17-505620,2,3863,AZ,Title & Full Escrow,Refinance,150147.00,1.00,59.00,779.00,18.00,13.00,48.00
17-505621,2,3863,CA,Title & Sub-Escrow,Refinance,308875.00,1.00,48.00,816.00,21.00,19.00,34.00
17-505623,2,3863,CA,Title & Full Escrow,Refinance,77000.00,3.00,89.00,1399.00,23.00,32.00,34.00
17-505624,2,3863,CA,Title Only,Refinance,75000.00,0.00,32.00,463.00,19.00,6.00,45.00
17-505627,2,3863,CA,LCP - Title Only,Refinance,30000.00,1.00,33.00,574.00,4.00,7.00,24.00
2301-202760,1,3860,UT,Title Only,Reverse Mortgage,202687.17,1.00,51.00,819.00,20.00,14.00,27.00
17-505628,2,3863,CA,LCP - Title Only,Refinance,16000.00,1.00,27.00,397.00,4.00,5.00,45.00
17-505629,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.00,2.00,20.00,287.00,11.00,4.00,119.00
17-505630,2,3863,CA,Title & Full Escrow,Refinance,131950.00,2.00,60.00,1080.00,20.00,20.00,98.00
2301-202761,1,3860,IL,Title and Escrow,Reverse Mortgage,41610.00,0.00,83.00,1408.00,19.00,43.00,35.00
17-505631,2,3860,NC,Title & Sub-Escrow,Refinance,87524.00,1.00,59.00,842.00,23.00,26.00,38.00
17-505632,2,3863,CA,Title Only,Refinance,45000.00,1.00,32.00,611.00,19.00,12.00,13.00
17-505633,2,3863,CA,LCP - Title Only,Refinance,20000.00,1.00,27.00,412.00,4.00,5.00,45.00
17-505634,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),75000.00,1.00,26.00,442.00,6.00,8.00,21.00
17-505635,2,3863,CA,Title & Full Escrow,Refinance,65000.00,0.00,66.00,1224.00,18.00,21.00,31.00
2301-202763,1,3863,CA,Title and Escrow,Reverse Mortgage,629000.00,1.00,67.00,708.00,17.00,19.00,45.00
2301-202764,1,3863,AZ,Title and Escrow,Reverse Mortgage,121758.00,0.00,86.00,1301.00,17.00,49.00,21.00
2301-202765,1,3863,AZ,Title and Escrow,Reverse Mortgage,146256.00,0.00,83.00,1393.00,18.00,37.00,40.00
2301-202766,1,3860,TN,Title and Escrow,Reverse Mortgage,225000.00,2.00,44.00,452.00,21.00,10.00,45.00
2301-202768,1,3863,CA,Title and Escrow,Reverse Mortgage,370921.50,2.00,70.00,1621.00,20.00,70.00,87.00
17-505637,2,3863,CA,Title & Full Escrow,Refinance,92000.00,1.00,65.00,913.00,18.00,15.00,26.00
17-505638,2,3862,CA,Title Only,Refinance,250343.00,2.00,51.00,901.00,19.00,27.00,39.00
17-505639,2,3863,CA,LCP - Title Only,Refinance,85000.00,1.00,25.00,335.00,4.00,4.00,45.00
17-505640,2,3863,CA,LCP - Title Only,Refinance,15000.00,1.00,30.00,552.00,4.00,13.00,28.00
17-505641,2,3863,CA,LCP - Title Only,Refinance,40000.00,1.00,33.00,688.00,4.00,13.00,28.00
