sFileNumber,vCoverageType,vProduct,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-500246,3860,Property Report / O&E - Title Only,1.00,48.00,584.00,6.00,7.00,0.00,42.00
2301-200156,3860,Title and Escrow,4.00,52.00,680.00,22.00,18.00,1.00,45.00
17-500247,3863,LCP & Sub-Escrow,0.00,65.00,1018.00,8.00,21.00,0.00,103.00
2301-200158,3863,Title and Escrow,2.00,82.00,1737.00,18.00,59.00,0.00,69.00
2301-200159,3860,Title and Escrow,1.00,85.00,1578.00,22.00,52.00,0.00,64.00
17-500248,3863,Title Only,2.00,45.00,1043.00,18.00,23.00,0.00,23.00
17-500249,3863,Property Report / O&E - Title Only,1.00,50.00,639.00,4.00,10.00,0.00,64.00
17-500250,3860,Property Report / O&E - Title Only,1.00,28.00,360.00,4.00,5.00,0.00,198.00
17-500251,3863,Title & Full Escrow,2.00,73.00,1220.00,19.00,20.00,0.00,48.00
17-500252,3863,Title & Sub-Escrow,1.00,56.00,905.00,18.00,24.00,0.00,48.00
17-500253,3863,Title & Full Escrow,3.00,83.00,1423.00,28.00,32.00,0.00,71.00
2301-200160,3863,Title and Escrow,0.00,91.00,1259.00,17.00,40.00,0.00,68.00
17-500254,3860,Property Report / O&E - Title Only,1.00,42.00,612.00,5.00,11.00,0.00,62.00
2301-200161,3863,Title and Escrow,1.00,82.00,1440.00,20.00,42.00,0.00,23.00
17-500256,3863,Title & Full Escrow,1.00,75.00,1048.00,22.00,20.00,0.00,70.00
17-500258,3863,Title & Full Escrow,1.00,74.00,1026.00,19.00,22.00,0.00,64.00
17-500261,3863,Property Report / O&E - Title Only,1.00,45.00,640.00,4.00,14.00,0.00,103.00
2301-200162,3863,Title and Escrow,0.00,89.00,1448.00,17.00,34.00,0.00,34.00
17-500262,3860,Property Report / O&E - Title Only,1.00,48.00,579.00,4.00,9.00,0.00,33.00
17-500263,3863,LCP & Sub-Escrow,2.00,41.00,515.00,6.00,6.00,1.00,45.00
17-500264,3863,Title Only,0.00,36.00,306.00,2.00,5.00,1.00,45.00
2301-200165,3860,Title and Escrow,1.00,57.00,601.00,11.00,13.00,1.00,45.00
17-500266,3860,Property Report / O&E - Title Only,2.00,43.00,592.00,9.00,22.00,0.00,44.00
2301-200166,3860,Title and Escrow,1.00,50.00,410.00,18.00,6.00,1.00,45.00
2301-200167,3860,Title and Escrow,0.00,101.00,1527.00,20.00,54.00,0.00,20.00
2301-200168,3860,Title and Escrow,1.00,114.00,2019.00,23.00,66.00,0.00,28.00
2301-200169,3860,Title and Escrow,1.00,95.00,1189.00,25.00,45.00,1.00,45.00
17-500270,3863,Title & Full Escrow,1.00,64.00,492.00,6.00,7.00,1.00,45.00
2301-200170,3863,Title and Escrow,1.00,74.00,1283.00,18.00,34.00,0.00,62.00
17-500271,3863,Title & Full Escrow,1.00,62.00,426.00,6.00,5.00,1.00,45.00
17-500272,3863,Title & Sub-Escrow,1.00,68.00,985.00,20.00,24.00,0.00,112.00
17-500273,3863,Title & Full Escrow,4.00,52.00,539.00,22.00,14.00,1.00,45.00
17-500274,3860,Title & Sub-Escrow,1.00,71.00,975.00,22.00,30.00,0.00,49.00
2301-200172,3863,Title and Escrow,2.00,89.00,1386.00,20.00,41.00,0.00,26.00
17-500275,3860,Title & Sub-Escrow,1.00,77.00,1455.00,28.00,39.00,0.00,78.00
2301-200173,3860,Title and Escrow,0.00,41.00,379.00,2.00,11.00,1.00,45.00
2301-200174,3863,Title and Escrow,2.00,55.00,585.00,19.00,9.00,1.00,45.00
2301-200175,3863,Title and Escrow,0.00,67.00,486.00,4.00,5.00,1.00,45.00
2301-200176,3863,Title and Escrow,1.00,68.00,926.00,18.00,31.00,1.00,45.00
17-500277,3860,Title & Sub-Escrow,2.00,69.00,1211.00,28.00,33.00,0.00,84.00
2301-200177,3860,Title and Escrow,0.00,74.00,1412.00,20.00,42.00,0.00,90.00
2301-200178,3863,Title and Escrow,1.00,58.00,539.00,18.00,11.00,1.00,45.00
17-500278,3860,Title & Sub-Escrow,1.00,57.00,1074.00,23.00,26.00,0.00,55.00
17-500279,3860,Property Report / O&E - Title Only,0.00,16.00,277.00,1.00,8.00,1.00,45.00
17-500280,3863,LCP - Title Only,1.00,35.00,383.00,4.00,4.00,1.00,45.00
17-500281,3860,Property Report / O&E - Title Only,0.00,13.00,203.00,4.00,3.00,1.00,45.00
2301-200181,3860,Title and Escrow,1.00,57.00,678.00,22.00,21.00,1.00,45.00
2301-200183,29189,Title and Escrow,0.00,65.00,1263.00,4.00,44.00,0.00,62.00
17-500282,3863,LCP - Title Only,5.00,35.00,539.00,12.00,8.00,0.00,223.00
17-500283,3863,LCP - Title Only,1.00,48.00,659.00,4.00,8.00,0.00,57.00
17-500284,3863,Property Report / O&E & Full Escrow,2.00,57.00,726.00,8.00,17.00,0.00,62.00
17-500285,3863,LCP - Title Only,2.00,33.00,398.00,8.00,6.00,0.00,223.00
17-500286,3863,Property Report / O&E - Title Only,1.00,43.00,550.00,5.00,13.00,0.00,48.00
17-500288,3863,Title Only,1.00,55.00,995.00,20.00,32.00,0.00,40.00
17-500289,3863,Title Only,1.00,52.00,890.00,17.00,29.00,0.00,37.00
17-500290,3860,Property Report / O&E - Title Only,2.00,43.00,574.00,4.00,13.00,0.00,42.00
2301-200186,3860,Title and Escrow,1.00,61.00,858.00,22.00,19.00,1.00,45.00
17-500292,3860,Property Report / O&E - Title Only,1.00,42.00,577.00,4.00,12.00,0.00,40.00
17-500293,3863,Property Report / O&E - Title Only,1.00,54.00,536.00,4.00,10.00,0.00,18.00
2301-200187,3863,Title and Escrow,1.00,52.00,560.00,33.00,11.00,1.00,45.00
2301-200188,29189,Title and Escrow,0.00,49.00,425.00,2.00,8.00,1.00,45.00
17-500294,3863,LCP - Title Only,2.00,33.00,380.00,8.00,5.00,0.00,223.00
2301-200189,3863,Title and Escrow,1.00,114.00,1954.00,16.00,73.00,0.00,26.00
2301-200190,3863,Title and Escrow,1.00,93.00,1646.00,29.00,50.00,0.00,50.00
17-500295,3863,LCP - Title Only,2.00,33.00,370.00,8.00,4.00,0.00,223.00
17-500296,3863,LCP - Title Only,4.00,33.00,389.00,11.00,4.00,0.00,223.00
2301-200192,3860,Title and Escrow,2.00,47.00,513.00,20.00,16.00,1.00,45.00
17-500297,3860,Title Only,0.00,63.00,963.00,20.00,23.00,0.00,35.00
17-500298,3860,Property Report / O&E - Title Only,1.00,43.00,552.00,4.00,12.00,0.00,33.00
17-500299,3860,Property Report / O&E - Title Only,1.00,27.00,311.00,4.00,5.00,0.00,198.00
2301-200195,3863,Title Only,1.00,82.00,1446.00,30.00,29.00,0.00,42.00
2301-200196,3863,Title Only,1.00,48.00,558.00,30.00,10.00,1.00,45.00
2301-200197,3863,Title Only,0.00,74.00,1331.00,30.00,32.00,0.00,54.00
17-500300,3860,Title Only,1.00,63.00,1002.00,24.00,24.00,0.00,218.00
17-500301,3860,Title Only,1.00,67.00,996.00,24.00,29.00,0.00,50.00
2301-200198,3860,Title and Escrow,0.00,85.00,1500.00,24.00,43.00,0.00,41.00
17-500304,3860,Title Only,2.00,69.00,770.00,24.00,19.00,1.00,45.00
17-500305,3863,Title Only,7.00,38.00,623.00,27.00,7.00,1.00,45.00
17-500308,3863,Title & Full Escrow,2.00,74.00,1125.00,19.00,30.00,0.00,43.00
2301-200200,3860,Title and Escrow,1.00,129.00,1925.00,23.00,62.00,0.00,41.00
17-500309,3863,Title Only,2.00,63.00,950.00,21.00,36.00,0.00,50.00
17-500311,3863,Title Only,1.00,52.00,941.00,31.00,21.00,0.00,34.00
17-500312,3863,Property Report / O&E - Title Only,2.00,28.00,391.00,11.00,5.00,0.00,197.00
17-500313,3863,Title Only,1.00,51.00,832.00,31.00,19.00,0.00,54.00
2301-200201,3863,Title and Escrow,3.00,67.00,720.00,21.00,16.00,1.00,45.00
17-500315,3863,Title & Full Escrow,2.00,55.00,431.00,20.00,5.00,1.00,45.00
2301-200202,3863,Title and Escrow,1.00,100.00,1755.00,18.00,60.00,0.00,34.00
2301-200203,3863,Title and Escrow,2.00,91.00,1589.00,18.00,40.00,0.00,32.00
2301-200204,3860,Title and Escrow,1.00,52.00,520.00,19.00,6.00,1.00,45.00
17-500316,3863,Property Report / O&E - Title Only,1.00,41.00,498.00,4.00,10.00,0.00,32.00
2301-200205,3860,Title and Escrow,0.00,106.00,1718.00,20.00,50.00,0.00,19.00
17-500317,3863,Property Report / O&E - Title Only,1.00,47.00,551.00,4.00,11.00,0.00,34.00
17-500318,3860,Property Report / O&E - Title Only,0.00,16.00,224.00,4.00,5.00,1.00,45.00
17-500319,3863,Stand Alone Modification,1.00,36.00,965.00,18.00,19.00,0.00,83.00
17-500320,3863,LCP - Title Only,1.00,49.00,762.00,4.00,10.00,0.00,20.00
17-500321,3860,Title Only,1.00,31.00,377.00,18.00,7.00,1.00,45.00
17-500322,3863,LCP - Title Only,2.00,47.00,642.00,5.00,11.00,0.00,48.00
17-500323,3860,Property Report / O&E - Title Only,2.00,27.00,393.00,8.00,8.00,0.00,197.00
17-500324,3863,Title Only,1.00,50.00,884.00,20.00,23.00,0.00,21.00
17-500325,3860,Examiner's Report,1.00,30.00,441.00,10.00,14.00,0.00,197.00
17-500327,3860,Title & Sub-Escrow,1.00,48.00,674.00,23.00,5.00,1.00,45.00
17-500328,3860,Property Report / O&E - Title Only,3.00,33.00,441.00,8.00,4.00,0.00,197.00
2301-200208,3860,Title and Escrow,0.00,87.00,1957.00,20.00,48.00,0.00,43.00
2301-200209,3863,Title and Escrow,1.00,73.00,1461.00,20.00,51.00,0.00,76.00
2301-200210,29189,Title and Escrow,0.00,65.00,1578.00,1.00,56.00,0.00,61.00
2301-200211,3860,Title and Escrow,1.00,93.00,1757.00,12.00,53.00,0.00,127.00
17-500329,3863,Title & Sub-Escrow,1.00,48.00,717.00,18.00,14.00,1.00,45.00
17-500330,3860,Title & Full Escrow,3.00,56.00,847.00,25.00,11.00,1.00,45.00
2301-200212,3863,Title and Escrow,1.00,118.00,2152.00,18.00,81.00,0.00,68.00
17-500331,3863,LCP - Title Only,1.00,36.00,403.00,4.00,5.00,1.00,45.00
2301-200214,3863,Title and Escrow,2.00,52.00,636.00,23.00,7.00,1.00,45.00
2301-200215,3863,Title and Escrow,1.00,93.00,1920.00,31.00,55.00,0.00,27.00
17-500332,3863,LCP - Title Only,0.00,40.00,651.00,4.00,8.00,0.00,21.00
2301-200216,3860,Title and Escrow,0.00,83.00,1428.00,20.00,38.00,0.00,62.00
17-500337,3860,Title & Full Escrow,1.00,81.00,1203.00,23.00,17.00,0.00,32.00
17-500342,3860,Property Report / O&E - Title Only,1.00,42.00,556.00,4.00,10.00,0.00,39.00
17-500343,3863,LCP - Title Only,1.00,39.00,616.00,4.00,23.00,0.00,42.00
17-500344,3863,Title & Sub-Escrow,0.00,63.00,1283.00,19.00,21.00,0.00,26.00
17-500345,3863,Title Only,1.00,38.00,496.00,20.00,7.00,1.00,45.00
17-500346,3863,Title Only,2.00,42.00,513.00,23.00,10.00,1.00,45.00
17-500347,3863,LCP - Title Only,1.00,41.00,634.00,4.00,15.00,0.00,28.00
17-500348,3860,Title Only,1.00,45.00,858.00,22.00,26.00,0.00,35.00
17-500349,3863,Property Report / O&E - Title Only,1.00,46.00,801.00,4.00,13.00,0.00,32.00
17-500350,3860,Title & Sub-Escrow,1.00,75.00,1234.00,24.00,42.00,0.00,104.00
17-500351,3860,Title Only,0.00,22.00,250.00,2.00,4.00,1.00,45.00
17-500352,3863,LCP - Title Only,0.00,27.00,228.00,2.00,3.00,1.00,45.00
17-500353,3860,Title Only,0.00,56.00,887.00,25.00,19.00,0.00,47.00
17-500354,3860,Title Only,1.00,60.00,925.00,20.00,26.00,0.00,41.00
17-500355,3863,LCP - Title Only,2.00,40.00,531.00,5.00,14.00,0.00,21.00
17-500356,3863,Title & Full Escrow,1.00,78.00,1515.00,19.00,29.00,0.00,35.00
17-500357,3863,LCP - Title Only,1.00,51.00,682.00,4.00,8.00,0.00,56.00
17-500358,3863,Title Only,2.00,33.00,369.00,19.00,4.00,1.00,45.00
17-500359,3863,Property Report / O&E - Title Only,1.00,51.00,519.00,4.00,8.00,0.00,17.00
17-500360,3863,LCP - Title Only,1.00,41.00,589.00,4.00,18.00,0.00,42.00
2301-200222,3863,Title and Escrow,0.00,93.00,1486.00,30.00,49.00,0.00,33.00
2301-200223,3860,Title and Escrow,1.00,141.00,2436.00,18.00,83.00,0.00,130.00
2301-200224,3860,Title and Escrow,1.00,48.00,517.00,17.00,7.00,1.00,45.00
17-500361,3863,Title & Sub-Escrow,2.00,76.00,1193.00,18.00,45.00,0.00,54.00
17-500364,3860,Property Report / O&E - Title Only,1.00,48.00,588.00,5.00,8.00,0.00,42.00
17-500368,3863,Title & Full Escrow,0.00,50.00,330.00,0.00,4.00,1.00,45.00
17-500369,3860,Property Report / O&E - Title Only,1.00,56.00,650.00,4.00,14.00,0.00,50.00
17-500371,3860,Property Report / O&E & Full Escrow,1.00,69.00,942.00,4.00,22.00,0.00,46.00
17-500373,3860,Property Report / O&E - Title Only,1.00,27.00,314.00,4.00,5.00,0.00,197.00
17-500374,3863,Property Report / O&E - Title Only,1.00,42.00,525.00,5.00,11.00,0.00,22.00
17-500375,3863,Property Report / O&E - Title Only,1.00,46.00,586.00,4.00,8.00,0.00,34.00
17-500376,3860,Title & Sub-Escrow,2.00,63.00,1185.00,27.00,37.00,0.00,49.00
2301-200225,3863,Title and Escrow,2.00,74.00,1410.00,21.00,36.00,0.00,68.00
2301-200226,3863,Title and Escrow,0.00,51.00,463.00,17.00,4.00,1.00,45.00
17-500379,3860,Title Only,1.00,58.00,1054.00,23.00,25.00,0.00,38.00
2301-200227,3863,Title and Escrow,2.00,49.00,459.00,19.00,7.00,1.00,45.00
17-500380,3863,Title Only,2.00,56.00,713.00,20.00,21.00,0.00,49.00
17-500381,3860,Title Only,1.00,90.00,1201.00,12.00,44.00,0.00,70.00
17-500382,3863,LCP & Sub-Escrow,2.00,65.00,907.00,6.00,22.00,0.00,20.00
2301-200230,3860,Title and Escrow,0.00,40.00,605.00,1.00,6.00,1.00,45.00
2301-200231,3863,Title and Escrow,0.00,88.00,1372.00,28.00,31.00,0.00,46.00
17-500383,3863,Title Only,0.00,62.00,782.00,18.00,18.00,0.00,47.00
17-500384,3863,Title Only,3.00,76.00,1022.00,19.00,35.00,0.00,199.00
2301-200232,3863,Title and Escrow,1.00,106.00,1834.00,17.00,38.00,0.00,31.00
17-500385,3860,Property Report / O&E & Full Escrow,2.00,72.00,917.00,6.00,27.00,0.00,31.00
17-500386,3863,Title & Sub-Escrow,2.00,39.00,441.00,18.00,5.00,1.00,45.00
17-500387,3860,Property Report / O&E - Title Only,1.00,27.00,369.00,9.00,6.00,0.00,196.00
17-500388,3863,Title & Sub-Escrow,1.00,37.00,330.00,18.00,4.00,1.00,45.00
17-500389,3863,Title & Full Escrow,1.00,48.00,486.00,18.00,8.00,1.00,45.00
17-500390,3863,Property Report / O&E - Title Only,2.00,28.00,362.00,11.00,4.00,0.00,196.00
17-500391,3863,Property Report / O&E - Title Only,1.00,28.00,424.00,13.00,5.00,0.00,196.00
17-500393,3860,Property Report / O&E - Title Only,2.00,40.00,575.00,6.00,11.00,0.00,70.00
17-500394,3863,LCP - Title Only,2.00,70.00,845.00,7.00,16.00,0.00,47.00
2301-200235,3863,Title and Escrow,1.00,78.00,1489.00,14.00,49.00,0.00,63.00
2301-200236,3860,Title and Escrow,2.00,53.00,522.00,23.00,11.00,1.00,45.00
17-500395,3863,Title & Sub-Escrow,0.00,37.00,407.00,22.00,4.00,1.00,45.00
17-500396,3863,Title & Full Escrow,1.00,67.00,961.00,17.00,17.00,0.00,46.00
2301-200237,3863,Title and Escrow,1.00,86.00,1459.00,16.00,45.00,0.00,220.00
17-500398,3863,Title Only,1.00,53.00,741.00,19.00,24.00,0.00,53.00
2301-200239,3863,Title and Escrow,3.00,92.00,1817.00,29.00,67.00,0.00,28.00
17-500399,3863,LCP - Title Only,2.00,38.00,592.00,6.00,21.00,0.00,34.00
17-500400,3860,Property Report / O&E - Title Only,1.00,42.00,623.00,4.00,15.00,0.00,63.00
17-500401,3863,Property Report / O&E - Title Only,1.00,30.00,344.00,8.00,5.00,0.00,196.00
2301-200240,3863,Title and Escrow,1.00,88.00,1367.00,18.00,43.00,0.00,38.00
17-500402,3863,TSG - Trustee Sale Guarantee,1.00,29.00,505.00,15.00,10.00,0.00,101.00
17-500403,3860,Property Report / O&E - Title Only,1.00,47.00,661.00,6.00,8.00,0.00,42.00
17-500404,3863,TSG - Trustee Sale Guarantee,5.00,19.00,521.00,18.00,8.00,0.00,101.00
17-500405,3863,TSG - Trustee Sale Guarantee,1.00,15.00,406.00,12.00,4.00,0.00,101.00
17-500406,3860,TSG - Trustee Sale Guarantee,1.00,22.00,583.00,16.00,13.00,0.00,101.00
17-500407,3863,TSG - Trustee Sale Guarantee,2.00,23.00,536.00,21.00,9.00,0.00,101.00
17-500408,3863,TSG - Trustee Sale Guarantee,1.00,23.00,604.00,19.00,7.00,0.00,101.00
17-500409,3863,TSG - Trustee Sale Guarantee,3.00,19.00,453.00,18.00,5.00,0.00,101.00
17-500410,3863,TSG - Trustee Sale Guarantee,1.00,23.00,480.00,17.00,6.00,0.00,101.00
17-500412,3863,TSG - Trustee Sale Guarantee,3.00,27.00,502.00,20.00,7.00,0.00,101.00
17-500413,3860,TSG - Trustee Sale Guarantee,1.00,17.00,421.00,13.00,5.00,0.00,101.00
17-500414,3860,TSG - Trustee Sale Guarantee,6.00,17.00,550.00,32.00,6.00,0.00,101.00
17-500415,3860,Title Only,0.00,80.00,1140.00,20.00,35.00,0.00,46.00
17-500416,3860,TSG - Trustee Sale Guarantee,1.00,17.00,446.00,14.00,5.00,0.00,101.00
17-500417,3860,TSG - Trustee Sale Guarantee,2.00,23.00,530.00,19.00,9.00,0.00,101.00
17-500418,3860,TSG - Trustee Sale Guarantee,2.00,17.00,437.00,14.00,7.00,0.00,101.00
17-500419,3863,LCP - Title Only,0.00,38.00,442.00,4.00,7.00,1.00,45.00
17-500420,3863,LCP - Title Only,1.00,47.00,724.00,4.00,14.00,0.00,56.00
17-500421,3863,Title & Full Escrow,1.00,68.00,828.00,19.00,15.00,0.00,42.00
2301-200241,3863,Title and Escrow,1.00,77.00,1322.00,18.00,29.00,0.00,32.00
17-500422,3863,Title Only,2.00,39.00,478.00,20.00,9.00,1.00,45.00
2301-200243,3863,Title and Escrow,0.00,51.00,416.00,18.00,3.00,1.00,45.00
17-500424,3863,Title Only,1.00,95.00,1131.00,32.00,35.00,0.00,69.00
17-500425,3860,Property Report / O&E - Title Only,1.00,47.00,596.00,4.00,9.00,0.00,101.00
17-500426,3863,LCP - Title Only,1.00,47.00,748.00,4.00,9.00,0.00,20.00
17-500427,3863,Title Only,1.00,51.00,582.00,21.00,19.00,1.00,45.00
17-500429,3863,Title Only,0.00,89.00,1135.00,18.00,32.00,0.00,34.00
2301-200244,3863,Title and Escrow,0.00,95.00,1543.00,16.00,49.00,0.00,26.00
2301-200245,3863,Title and Escrow,2.00,66.00,811.00,21.00,19.00,1.00,45.00
17-500430,3863,LCP - Title Only,1.00,46.00,632.00,4.00,6.00,0.00,19.00
17-500431,3860,Property Report / O&E - Title Only,1.00,42.00,588.00,4.00,11.00,0.00,69.00
17-500432,3860,Title Only,1.00,84.00,1267.00,22.00,39.00,0.00,59.00
17-500433,3860,Property Report / O&E - Title Only,1.00,40.00,549.00,4.00,11.00,0.00,101.00
2301-200247,3860,Title and Escrow,0.00,80.00,1307.00,17.00,36.00,0.00,35.00
17-500434,3860,Property Report / O&E & Full Escrow,1.00,77.00,898.00,2.00,17.00,0.00,45.00
2301-200248,3860,Title and Escrow,4.00,51.00,561.00,26.00,15.00,1.00,45.00
2301-200249,3860,Title and Escrow,0.00,77.00,1123.00,18.00,38.00,0.00,38.00
17-500435,3863,Title & Full Escrow,0.00,44.00,294.00,3.00,4.00,1.00,45.00
17-500436,3863,Title & Full Escrow,1.00,76.00,949.00,19.00,19.00,0.00,69.00
17-500438,3863,Title & Full Escrow,1.00,71.00,960.00,16.00,23.00,0.00,38.00
2301-200251,3860,Title Only,2.00,53.00,614.00,13.00,17.00,1.00,45.00
17-500440,3863,Title & Full Escrow,1.00,73.00,1120.00,17.00,18.00,0.00,33.00
17-500441,3860,Property Report / O&E - Title Only,1.00,46.00,583.00,4.00,14.00,0.00,42.00
17-500442,3860,Property Report / O&E - Title Only,1.00,43.00,593.00,4.00,11.00,0.00,42.00
17-500443,3863,Title & Full Escrow,1.00,78.00,1162.00,19.00,21.00,0.00,35.00
17-500445,3863,Title & Full Escrow,1.00,84.00,1270.00,33.00,31.00,0.00,35.00
2301-200252,3860,Title and Escrow,1.00,89.00,1568.00,19.00,42.00,0.00,28.00
17-500446,3863,LCP - Title Only,1.00,47.00,657.00,4.00,15.00,0.00,47.00
17-500447,3863,Property Report / O&E - Title Only,2.00,28.00,325.00,6.00,3.00,0.00,196.00
17-500449,3863,Title & Full Escrow,2.00,78.00,1109.00,20.00,21.00,0.00,111.00
17-500450,3863,LCP & Sub-Escrow,1.00,57.00,1141.00,6.00,18.00,0.00,19.00
17-500451,3863,LCP - Title Only,1.00,52.00,833.00,4.00,19.00,0.00,42.00
17-500452,3863,LCP - Title Only,1.00,56.00,909.00,4.00,14.00,0.00,56.00
17-500453,3863,Title Only,0.00,58.00,818.00,18.00,16.00,0.00,40.00
17-500454,3863,LCP - Title Only,1.00,36.00,378.00,4.00,5.00,1.00,45.00
17-500455,3863,LCP - Title Only,1.00,35.00,385.00,5.00,5.00,1.00,45.00
17-500456,3863,Property Report / O&E - Title Only,1.00,45.00,627.00,4.00,12.00,0.00,41.00
17-500457,3863,LCP - Title Only,0.00,38.00,361.00,4.00,5.00,1.00,45.00
2301-200253,3863,Title and Escrow,1.00,73.00,915.00,8.00,21.00,1.00,45.00
2301-200254,3863,Title and Escrow,1.00,56.00,527.00,19.00,8.00,1.00,45.00
17-500458,3860,Property Report / O&E - Title Only,1.00,50.00,692.00,3.00,16.00,0.00,53.00
2301-200255,3860,Title Only,0.00,75.00,1259.00,19.00,25.00,0.00,31.00
17-500460,3863,LCP - Title Only,1.00,45.00,721.00,4.00,8.00,0.00,87.00
2301-200256,3860,Title Only,1.00,56.00,624.00,20.00,21.00,1.00,45.00
17-500461,3860,Property Report / O&E - Title Only,1.00,44.00,627.00,4.00,15.00,0.00,46.00
17-500463,3860,Property Report / O&E - Title Only,1.00,44.00,599.00,4.00,10.00,0.00,47.00
17-500464,3863,Property Report / O&E - Title Only,0.00,49.00,654.00,1.00,9.00,1.00,45.00
17-500465,3860,Title Only,0.00,85.00,687.00,0.00,12.00,1.00,45.00
17-500466,3863,Title & Full Escrow,0.00,44.00,328.00,3.00,5.00,1.00,45.00
17-500467,3860,Property Report / O&E - Title Only,1.00,48.00,675.00,4.00,13.00,0.00,68.00
17-500468,3863,Title & Sub-Escrow,1.00,48.00,579.00,26.00,8.00,1.00,45.00
17-500469,3863,Title & Sub-Escrow,2.00,52.00,567.00,26.00,9.00,1.00,45.00
17-500470,3863,Title & Sub-Escrow,1.00,48.00,550.00,26.00,7.00,1.00,45.00
17-500471,3863,Title & Sub-Escrow,1.00,48.00,572.00,29.00,9.00,1.00,45.00
17-500472,3863,Title & Sub-Escrow,1.00,48.00,508.00,25.00,7.00,1.00,45.00
17-500473,3863,Title & Sub-Escrow,1.00,48.00,492.00,23.00,7.00,1.00,45.00
17-500474,3863,Title & Sub-Escrow,1.00,48.00,532.00,25.00,7.00,1.00,45.00
17-500475,3860,Title Only,1.00,71.00,885.00,21.00,32.00,0.00,52.00
2301-200257,3860,Title and Escrow,0.00,90.00,1494.00,17.00,45.00,0.00,29.00
17-500476,3863,Title Only,1.00,73.00,1075.00,22.00,31.00,0.00,60.00
17-500477,3860,Title Only,1.00,55.00,931.00,22.00,24.00,0.00,35.00
2301-200258,3860,Title and Escrow,3.00,51.00,600.00,29.00,11.00,1.00,45.00
2301-200259,3860,Title and Escrow,0.00,78.00,1222.00,20.00,39.00,0.00,30.00
2301-200260,3860,Title and Escrow,1.00,93.00,1808.00,23.00,68.00,0.00,65.00
17-500480,3863,TSG - Trustee Sale Guarantee,1.00,28.00,517.00,13.00,7.00,0.00,98.00
17-500481,3863,LCP - Title Only,1.00,46.00,778.00,4.00,10.00,0.00,22.00
2301-200261,3863,Title and Escrow,1.00,75.00,1204.00,16.00,31.00,0.00,23.00
17-500482,3860,TSG - Trustee Sale Guarantee,2.00,17.00,423.00,11.00,7.00,0.00,98.00
2301-200262,3860,Title and Escrow,1.00,78.00,1361.00,20.00,35.00,0.00,44.00
17-500483,3860,TSG - Trustee Sale Guarantee,3.00,17.00,521.00,26.00,7.00,0.00,98.00
17-500484,3860,TSG - Trustee Sale Guarantee,3.00,17.00,406.00,15.00,5.00,0.00,98.00
2301-200263,3863,Title and Escrow,2.00,67.00,1106.00,18.00,25.00,0.00,64.00
17-500485,3860,TSG - Trustee Sale Guarantee,1.00,17.00,427.00,15.00,5.00,0.00,98.00
17-500486,3863,Reverse Mortgage - Title & Full Escrow,0.00,104.00,1879.00,31.00,44.00,0.00,51.00
17-500488,3863,Title Only,1.00,57.00,1017.00,19.00,33.00,0.00,32.00
17-500490,3860,Title & Sub-Escrow,0.00,33.00,268.00,2.00,4.00,1.00,45.00
17-500491,3863,Title Only,1.00,51.00,801.00,20.00,21.00,0.00,32.00
17-500492,3860,Title Only,2.00,71.00,984.00,23.00,29.00,0.00,98.00
17-500494,3863,Title & Sub-Escrow,1.00,57.00,836.00,20.00,22.00,0.00,32.00
2301-200264,3860,Title and Escrow,1.00,52.00,482.00,18.00,11.00,1.00,45.00
17-500495,3863,Title & Sub-Escrow,2.00,61.00,809.00,21.00,22.00,0.00,32.00
2301-200265,3860,Title and Escrow,0.00,86.00,1427.00,23.00,43.00,0.00,72.00
17-500496,3860,Title & Sub-Escrow,2.00,39.00,493.00,23.00,7.00,1.00,45.00
17-500497,3863,LCP - Title Only,1.00,43.00,644.00,4.00,17.00,0.00,30.00
17-500498,3863,TSG - Trustee Sale Guarantee,19.00,20.00,528.00,34.00,5.00,0.00,98.00
17-500499,3863,LCP - Title Only,2.00,52.00,984.00,6.00,21.00,0.00,39.00
17-500500,3860,TSG - Trustee Sale Guarantee,5.00,17.00,536.00,25.00,7.00,0.00,98.00
17-500501,3860,TSG - Trustee Sale Guarantee,1.00,17.00,403.00,13.00,5.00,0.00,98.00
2301-200266,3860,Title and Escrow,0.00,92.00,1461.00,23.00,47.00,0.00,23.00
17-500502,3863,LCP & Full Escrow,1.00,70.00,1043.00,4.00,22.00,0.00,42.00
